,posts,company,type
2663," Meet Derek. He's pretty fly. 🚀 With the help of DroneUp, we're bringing drones like Derek to stores and skies in six states. These delivery dudes will help make our associates' jobs easier while serving our customers better. Get the full scoop: https://bit.ly/3wIZpIA",Walmart,traditional
2664," Response to our exclusive @The Home Edit collection has been fantastic and, today, we’re expanding the collection with even more smart, functional and stylish organization solutions for @Walmart customers to love. We’re proud to offer high-quality home organization products at a fraction of the price as we continue to democratize access to a beautiful home. Check out the new home, office and beauty organization solutions only at Walmart. #walmarthome #thehomeedithttps://lnkd.in/gcUV__i9",Walmart,traditional
2665," First day ‘fits that fit your budget? We got you. Shop exclusive Walmart brands like Justice, Free Assembly, Wonder Nation and more to head back to school in style. Check it out: https://bit.ly/3Ip4yuO ",Walmart,traditional
2666, 🚀 We're building a top advertising platform & hiring across a number of roles – could your next opportunity be here? 🚀 Check out our open positions: https://lnkd.in/e6hwRxxD#retailmedia #hiring #advertising #adtech https://lnkd.in/eYvGF9tb,Walmart,traditional
2667," Torrey Bowen is ringing up happiness at Store 200 in Jacksonville, Illinois 😊 He's never let cerebral palsy stop him from trying anything. It's that positive attitude paired with his natural people skills that customers flock to. Check out Torrey's story! https://bit.ly/3cFjtVO #MondayMotivation ",Walmart,traditional
2668," Our support continues for associates and communities in Kentucky as they work to recover from devastating flooding. Our drivers are delivering relief in the form of food, water and essential supplies. And our stores remain open, standing as community hubs where people can find a hot meal, a shower or a place to do their laundry. Read more: https://bit.ly/3zrcp6I",Walmart,traditional
2669, The Walmart Foundation is happy to support Sesame Street in Communities in creating resources that help parents and caregivers support healthy habits!  Let’s count down to a healthy day! Building these tips into everyday routines can help build important habits. Join the Count in counting the different ways we grow healthy and strong! https://bit.ly/3O7D2nt,Walmart,traditional
2670," Grateful to have spent time today with our teams in Uvalde, TX. Walmart is proud to continue our support through a grant of $250,000 which will help the Family Service clinic provide additional mental health resources to help the community heal. Thank you to the associates at Store 782 for your continued compassion and for being a constant and important part of Uvalde. https://bit.ly/3xAonu4",Walmart,traditional
2671," “You can't just keep doing what works one time, everything around you is changing. To succeed, stay out in front of change.”I was thinking about this Sam Walton quote today as we cut the ribbon on the first Automated MFC for Walmart International located in Scarborough, Ontario. The week I joined Walmart in 2015 we were celebrating the early successes for the online grocery pickup launch in Ottawa. From the few dozen daily pickup orders from those stores to the over 1,200 daily orders this one store will build for customer pickup and delivery it has been amazing to see the rapid evolution of our OMNI business. Congratulations to Saeed Anslow, Olivia Perdana, Jonathan Rodriguez, Raj R., the team in store 3159, and the teams across Walmart Canada, Walmart International, and Dematic  who have brought this program to life. You have transformed not only how we will serve our customers in Scarborough but also improved our capacity to deliver for our customers in the Toronto core. #team #supplychain #innovation #transformation #thisisthatplaceHoracio Barbeito Sam Wankowski Nabeela Ixtabalan, MS, ACC Laurent Duray Patricio Dallan Dries D'Hooghe Nicolai Salcedo Jason Evans",Walmart,traditional
2672," Humbled and honored to be named to this list of outstanding marketers and leaders. It is truly a reflection of our team’s work to bring Walmart’s purpose and values to life for our customers, associates, and communities where we do business. I’m incredibly proud of what we’ve accomplished together and look forward to our relentless pursuit of growing our business and brand.",Walmart,traditional
2673," Tonight, as Walmart trucks filled with supplies continue arriving in Kentucky, our hearts are with our associates and neighbors affected by recent flooding. Walmart and the Walmart Foundation are committing $750k in water, supplies and funding to organizations providing relief.",Walmart,traditional
2674," We’re excited to announce we are the first and only meal-kit provider to work with Walmart to offer a selection of our boxes on Walmart.com! From our classic menu to family favorites, you’ll be able to purchase these meal kits without a subscription. Walmart serves millions of monthly active shoppers and this new collaboration allows us to unlock access to a new customer base that hasn’t considered meal kits before.To learn more, visit https://lnkd.in/gy4UCZst#LetsBlueApron #Walmart",Walmart,traditional
2675," These awesome associates have absolutely earned their stars on the Walmart Walk of Fame. It was so great to highlight them during the Associate Celebration today. Drivers like Rickey and Greg are our company’s best ambassadors, representing all of us out on the road while getting stores and clubs the products they need. Associates like Eleanor, Alysha and Caitlin are connecting with the community – going the extra mile to make sure customers and members feel welcomed and leave with a smile. Thank you to everyone who attended today. You make the difference!",Walmart,traditional
2676," Teachers are classroom superheroes, and these back-to-school savings will be the apple of their eye. 🍎 Check out easy ways to shop and share your supply wish lists and discover deals on décor, tech and organization for your classroom. Learn more: https://bit.ly/3Ip4yuO",Walmart,traditional
2677," The new Walmart Restored program helps shoppers discover refurbished, top-quality products at our everyday low prices. The items have been professionally inspected and tested, so you can shop with confidence. Learn more: https://bit.ly/3oVAE8B ",Walmart,traditional
2678," In this year’s ESG Summary and accompanying issue briefs, we’re sharing our aspirations and strategies toward the environmental, social and governance issues that continue to move the company, people and planet forward. Spoiler alert: We’re making progress. Read more: https://bit.ly/3PMqi62",Walmart,traditional
2679, Walmart and Roku are teaming up to create the simplest checkout experience on TV: https://lnkd.in/g8Fk7e_JToday we announced a first-of-its-kind partnership to make TV streaming the next e-commerce shopping destination.  Read more below.,Walmart,traditional
2680, Walmart and Sam's Club associates across the country rallied together to #helpkidslivebetter by raising more than $33 million to benefit local children’s hospitals in their communities. On behalf of the 10 million kids treated each year at one of our member hospitals - THANK YOU!,Walmart,traditional
2681," We’re extremely saddened and troubled by the horrific events in Uvalde, Texas, yesterday. Several associates who work at our Uvalde store unfortunately lost family members. Our hearts are absolutely broken by this news. We know life will never be the same. Our thoughts are with others who were impacted, particularly the many members of our team whose children attend Robb Elementary School. Our store has now reopened, and it’s serving as a place of comfort for the community. We’re offering associate support through both in-person and virtual counseling. We’re also working with Aetna to provide services available to everyone in Uvalde. These moments are extremely difficult to process and understand. As always, we’ll do everything we can at Walmart to support our communities during the darkest times.",Walmart,traditional
2682, We’re excited to announce MeMD is now officially Walmart Health Virtual Care!  🎉This is a huge step in our journey toward improving quality of care while decreasing costs and increasing access across all channels.Stay tuned for up-and-coming innovations and new service lines that have the potential to improve your bottom line and take better care of your members.Read more: https://lnkd.in/gKpXxCW6 #HealthcareVirtuallyAnywhere #WalmartHealth #TeamMeMD #TeamWalmart,Walmart,traditional
2683," First-quarter results are in at Sam’s Club, and our associates delivered another quarter of double-digit comp growth. We also continue to attract lots of new members, setting another all-time high for membership. Given household budget challenges in the face of near-record inflation, we’re especially proud of the way our associates stepped up. If there’s one thing we embrace at Sam’s Club, it’s another way to make our members’ lives easier. A big Thank You to our associates for always being Member Obsessed. #SamsClub #Earnings #ExpectSomethingSpecial #MemberObsessed",Walmart,traditional
2684," Walmart associate Donyetta is sharing two very personal reasons that fuel her passion for Children's Miracle Network Hospitals. 💛💛With help of our customers and associates, we can help kids like Zeek and Tez live better. Find out how you can support the campaign through July 10: https://lnkd.in/g_b6GsnY",Walmart,traditional
2685," Walmart+ and InHome are joining forces to become the ultimate membership! 🤝 Walmart+ members can now add InHome delivery services for an extra $7 per month or $40 per year. We’re also expanding InHome coverage to several new markets, including Miami, Tampa, Orlando, Dallas, Austin, San Jose and San Francisco. Learn more: https://bit.ly/3NKPGru",Walmart,traditional
2686," Let’s hear it fur pets! To celebrate #NationalPetMonth, our Walmart Connect community shared pictures of their four-legged friends/work companions with some Walmart spark! Did you know 45% of those who acquired a pet during COVID were millennials? Check out our customer insights guide: https://lnkd.in/eGH-rY-d",Walmart,traditional
2687," We’re working with SES-imagotag to bring digital shelf labels to more stores, enhancing both customer and associate experience. Read more below.  🥇 In case you missed it: Walmart and SES-imagotag expand strategic relationship across the U.S.  SES-imagotag, (Euronext: SESL, FR0010282822) the global leader in digital solutions for physical retail, today announced that they will expand their strategic relationship with Walmart to digitize the shelf-edge. This expansion comes as the result of the successful implementation of their pilot store in the Arkansas region.The pilot successfully implemented key technological advances to optimize associate productivity and customer experience and will now be expanded to a much larger set of locations across the country.Walmart will utilize the full VUSION OS platform and VUSION IoT Cloud platform, allowing them to scale to hundreds of millions of cloud-connected IoT devices. They will also implement SES-imagotag IoT Radio Protocol, allowing them to seamlessly integrate with existing Wi-Fi unlocking a simple and fast roll-out while also delivering the highest standards in IoT security.  Read the full press release and get in touch on our website ⤵️  #cloud #retail #IoT #technology #stores #walmart",Walmart,traditional
2688," From humble beginnings to redefining retail, we've always had one goal in mind: The customer, always. 👊 Take a little walk down memory lane as we say cheers to 60 years! 🎉 https://bit.ly/3nn6XMO",Walmart,traditional
2689," It's a big deal! 🤩 At this year's #WalmartOpenCall, business owners of more than 330 items made, grown or assembled in the U.S. got deals to sell on Walmart or Sam’s Club shelves, online at Walmart.com or on our Marketplace.  Check out a recap of the event: https://bit.ly/3NyUQ9S",Walmart,traditional
2690," We're bringing buzzing bees to life at the Walmart Museum—virtually of course. Drop in to learn more about everything we're doing to protect pollinators in our stores at the Draw Alive exhibit. Then, draw your own Bee-FF and see your artwork released into the digital field of flowers. 🐝  https://bit.ly/3u2fwQM",Walmart,traditional
2691," Ready. Set. Pitch! We're counting down to one of the most exciting times of the year at Walmart: Open Call! The ninth annual event kicks off tomorrow, with more than 1,100 business owners pitching their products to Walmart and Sam's Club merchants.  You can check out the Executive Session on June 28 at 2:30 p.m. Central here: https://bit.ly/3I52Q1z ",Walmart,traditional
2692, The Walmart.org Center for Racial Equity continues its focus on improving food systems so healthy food options reach the communities that need them most. We have given nearly $9.5 million in grants to organizations finding solutions for healthy food while also driving economic development in predominately Black communities with low food access. Read more: https://bit.ly/3aUml0E,Walmart,traditional
2693," As the word suggests, sustainability is all about making choices that sustain our future. We went Inside the Hive to learn more about the role of pollinators in supporting a greener world for generations to come 🐝 Check it out and stay tuned for more as we celebrate #NationalPollinatorsWeek!",Walmart,traditional
2694," Our newly-released habitat guides offer information and tips to help farmers support pollinators as they build a more symbiotic relationship and, ultimately, a greener future together: https://bit.ly/3tSK33t #NationalPollinatorsWeek 🐝 ",Walmart,traditional
2695," Though May is designated Asian American Pacific Island Heritage Month in the U.S., we celebrate with our many Walmart associates around the globe. I am proud to be both an Indian American and Walmart associate because of our commitment to be a company where everyone is included. Today I wrote about some of the ways we are advancing equity and inclusion on behalf of the Asian/Pacific Islander community and seeing positive signs of AAPI associate growth within our Walmart family. #TeamWalmart #inclusion #culture #diversity",Walmart,traditional
2696," He's the real OG. Troy Almand was one of Sam Walton's very first hires at Walton's 5 & 10 in Bentonville, Arkansas. He even unpacked the store's first sign! Take a trip back to the 1950s with Troy to see what the earliest days of Walmart was like: https://bit.ly/3uNOg94",Walmart,traditional
2697," The third—and perhaps coolest—episode of The Community Effect is out now! We sat down with Igloo Products Corp.’s Diego Quiñonez and Gabriella Word to explore the impact of U.S. manufacturing on Katy, Texas. Check it out!",Walmart,traditional
2698," This story is so good, we've got chills! 🥶 The third episode of The Community Effect, our series on U.S. manufacturing, is dropping soon. Check out a clip from the episode starring America’s favorite cooler, Igloo.",Walmart,traditional
2699," Just in time for summer entertaining, Walmart and GRAMMY-award-winning country music star Miranda Lambert are launching Wanda June Home, a home collection inspired by three generations of Southern hospitality. The new line features an assortment of fun and affordable kitchen, bar, tabletop and home décor items. Check out the collection: https://bit.ly/3xQ3zjC",Walmart,traditional
2700," Marshall has been bringing his one-of-a-kind joy to Store 665 in Campbellsville, Kentucky, for over half a century. 😁 Seriously, try to watch his story and NOT smile.",Walmart,traditional
2701," Paradise is just an arm’s reach away with Find Your Happy Place x Mindy Kaling, a new line of bath and body products inspired by summer memories. 🌴☀️  The limited-edition collection will be available online and in Walmart stores throughout June and July. Find your escape: https://bit.ly/3aEpkJM",Walmart,traditional
2702," We’re using innovative onboard tech to go the extra mile. Platform Science, deployed through our NTransit app, works to create a world class driver experience and provide real-time visibility to the operations of our network of more than 12,000 drivers. https://bit.ly/3HAu2om",Walmart,traditional
2703," Transforming our fleet is not as simple as flipping a switch, but that doesn’t mean we’re sitting idle. Learn more about our zero-emissions transportation strategy and our series of collaborations and pilots: https://bit.ly/3xtASc0",Walmart,traditional
2704," We’re unveiling our first-of-its-kind next generation fulfillment center, which will help us fulfill and ship customer orders faster than ever before. See how our new method of fulfillment, developed in partnership with Knapp helps reduce a manual 12-step process to just 5 steps, creating an even better work environment for associates. Read more: https://bit.ly/3NMoau6",Walmart,traditional
2705," Horacio Barbeito, our President and CEO, sat down with The Globe and Mail's Report on Business magazine to talk about business, the changing retail landscape and Walmart Canada's focus on customers and omnichannel acceleration! It's an interesting read and great insight into how we're changing fast to meet the needs of our customers! https://lnkd.in/dZ5rE_Dw#walmart #walmartcanada #thisisthatplaceNabeela Ixtabalan, MS, ACC John Bayliss Sam Wankowski Filipe Da Silva Grant Coad Patricio Dallan Laurent Duray Rhonda Maines-Corrado Nicolai Salcedo",Walmart,traditional
2706," Walmart Foundation supports S M Sehgal Foundation for Project on ‘Bolstering Farmer Producer Organizations in Uttar Pradesh and Karnataka.' The two-year project with grant funding of INR 70 million from the Walmart Foundation will directly impact 10 FPOs and reach out to 5,000 smallholder farmers and a population of 25,000 people.The project adopts a collective approach to strengthen FPOs with focusing on increasing awareness on scientific agriculture practices, access to capital, technology, agricultural inputs, social capital, and access to finance and markets, and women’s empowerment.https://lnkd.in/dmVerfQQ #agriculture #farming #FPOs",Walmart,traditional
2707," Thousands of associates gathered in Bud Walton Arena in Fayetteville, Arkansas, this morning for the biggest party of the year—our Associate Celebration! 🎉 Our first in-person Shareholders Week since 2019, we came together to celebrate our wins, enjoy music and fun together as well as hear from leadership. Thank you to our associates for joining us today and for your hard work all year long! #WMT2022",Walmart,traditional
2708," From farming to boxing, Ernesto Mancera's story packs a punch. 🥊 As a Supplier Quality Manager at Sam's Club and owner of the nonprofit Salad Bowl Boxing, he's fighting for fresh produce for members and planting seeds of hope in his community.",Walmart,traditional
2709," Today we announced our Walmart Health Virtual Care Diabetes program for businesses and payers to help their employees and members manage their health through early engagement and self-managed interventions, supported by your very own personalized team of healthcare professionals. Thank you John W., Bill Goodwin, MBA, Elie Goodman, David Carmouche, MD and our H&W Clinical teams. #telehealth #affordable #diabetes #health #accessiblehealthcare",Walmart,traditional
2710," Go big or go home. 🤩 The Supercenter concept ushered in the next generation of Walmart stores back in 1988. Associates who were there when Store 172 in Washington, Missouri, opened look back on the early days of Walmart’s first Supercenter: https://bit.ly/3as5zFJ#FlashbackFriday",Walmart,traditional
2711," About a month ago, a large fire broke out in our eCommerce Fulfillment Center in Plainfield, Indiana (IND1). It was a devastating loss for our company and the community, and we’re thankful no associates were harmed. Many teams worked together, taking quick action to support our impacted associates and customers. When the worst happens, we often see Walmart associates at their best. The events in Plainfield were no exception. Read more here. https://bit.ly/3vzXKnO#walmartstrong",Walmart,traditional
2712," Happy Bee Day! 🐝🎉 #WorldBeeDay is a BEE-autiful time to reflect on all these powerhouse pollinators do for us, like help us grow fresh fruits and veggies. ​​And check out what we're doing to help protect these little honeys at our stores, clubs and other facilities: https://bit.ly/3k0RobR",Walmart,traditional
2713," It's National Road Trip Day, and Walmart+ is helping customers hit the road for less this summer. Members get a fuel discount of up to 10 cents off per gallon at more than 14,000 locations, meaning their money will stretch farther—from the beach 🏖 to the mountains ⛰️ and every pitstop in between. ⛽ https://bit.ly/3LSPZQa",Walmart,traditional
2714," This morning we released earnings. For Q1 FY23, total revenue was $141.6 billion, led by strength in Walmart U.S. with 3.0% comp sales growth. https://bit.ly/3Mp7Uij",Walmart,traditional
2715, Our focus remains on serving our customers while diversifying revenue streams. Check out a few of our highlights from this quarter:⚪ Increasing access to convenient care through Walmart Health centers: https://bit.ly/3FTI3gj⚪ Growing new businesses like Walmart Connect in the U.S.: https://bit.ly/3sFgAtl⚪ Saving Walmart+ members even more with fuel discounts: https://bit.ly/3xWYBly,Walmart,traditional
2716," Winner, winner! In a blind taste test Great Value Original was crowned king of the barbecue hill. https://lnkd.in/dkr5477s",Walmart,traditional
2717," Sharpen those pencils! 📝 Walmart has everything students and teachers need to go back to school in style, from affordable school supplies and tech to first-day-ready outfits. Learn more: https://bit.ly/3Ip4yuO",Walmart,traditional
2718," Walmart+ members: Get pumped! ⛽ ICYMI, members can now save up to 10 cents per gallon of gas at more than 14,000 participating fuel stations—including Walmart, Murphy’s USA and ExxonMobil locations across the country. Learn more: https://bit.ly/3LpaNiJ",Walmart,traditional
2719," Just dropped: bold, new exclusive and accessible activewear and swim to energize your day. ⚡ Love & Sports, our newest designer collaboration with Michelle Smith and Stacey Griffith, launches today at Walmart. Learn more: https://bit.ly/3vrm0ty",Walmart,traditional
2720," Let's talk turkey 🦃 We're thankful for Ald. Mitts (37th) and Ald. Brookins (21st) for their donations of over 1400 turkeys to the Chicago community this week. Our Austin and Chatham stores provided the turkeys, transportation and volunteers for the giveaway event.",Walmart,traditional
2721," We’re taking our commitment to helping customers save money and live better one step further—with even bigger fuel savings for Walmart+ members. Starting today, Walmart+ members can save up to 10 cents on every gallon of gas at 14,000+ participating locations, including Exxon and Mobil stations. Learn more: https://bit.ly/3LpaNiJ",Walmart,traditional
2722," Patio season just got prettier! ☀️ Launching today, our exclusive collaboration with Dave and Jenny Marrs features outdoor furniture and décor inspired by their elevated, livable style. https://bit.ly/3EMusqq",Walmart,traditional
2723," Our hearts are with the associates of our Plainfield, IN, fulfillment center where a fire occurred yesterday. We’re grateful and relieved to share that all associates have been accounted for. We’re now focused on supporting those who were impacted, by setting up an Associate Resource Center at a local hotel, providing disaster pay, and helping with some short-term employment options. We’re also working as a full team to help any impacted customers and minimize any losses or disruptions. We’re so thankful to the emergency responders in Plainfield and neighboring towns who acted quickly and heroically to help control the fire. We also greatly appreciate the people of Plainfield, as this has been yet another time where Walmart associates and a community have come together to support each other when it’s needed most.",Walmart,traditional
2724," TBH, this is exciting news! 🤗 The Honest Company, Jessica Alba's clean, conscious lifestyle brand, is launching at Walmart. Our customers can now shop an assortment of essentials like baby and personal care products on Walmart.com. Read more: https://bwnews.pr/3cxaO7V",Walmart,traditional
2725," When we embarked on the largest pollinator protection effort by a U.S. grocery retailer to date last year, we didn’t know quite where it’d take us. Now, we’re all abuzz about bees, as we work to make our stores and clubs safer spaces for these essential insects. Learn more about our efforts—and these powerhouse pollinators: bit.ly/3k0RobR",Walmart,traditional
2726," The U.S. Plastic Pact’s inaugural Innovation Awards will feature Walmart’s Circular Connector, which accelerates the search for—and use of—new sustainable packaging solutions. All companies that submit packaging solutions to the Circular Connector before August 12 will be automatically enrolled in the Innovation Awards. Learn more and apply: https://bit.ly/3yy23Tp#innovation #circularity ",Walmart,traditional
2727," This year, we’ve reached a major milestone: Walmart and Sam's Club have donated 7 billion pounds of food to Feeding America food banks.  Despite all our progress, we’re not slowing down. If you want to help us Fight Hunger. Spark Change. in communities across the country, keep reading:  https://bit.ly/3uRuKZD",Walmart,traditional
2728," We’re expanding our Spanish search capabilities on Walmart.com using natural language processing to detect language, discern nuances and translate queries, delivering a more intuitive experience for customers. Learn more: https://bit.ly/3P3kkht",Walmart,traditional
2729," ICYMI, we're taking a whole new approach to health. Get the scoop on Walton Family Whole Health & Fitness, coming to our new Home Office campus. bit.ly/3uTTaAs",Walmart,traditional
2730," As I reflect on and celebrate International Women’s Day, I am filled with appreciation for all the women at Walmart. Each of you play a critical role across all areas of our business. The past two years have been challenging for everyone, and we’ve seen so many women take on added responsibilities of around-the-clock caregivers, in-home teachers, household CEOs and more, all while continuing to excel professionally.   Whether you are a frontline cashier, merchandise and stocking associate, data scientist, people leader, buyer, truck driver or within any other part of the company, we see you; we recognize your sacrifices; and we thank you.Breaking the Bias is the theme of this year’s International Women’s Day. At Walmart, as we embrace our future ways of working, this focus is especially relevant and timely. Leading with empathy, raising awareness of gender bias and taking action for equity are areas we will continue to focus on advancing, along with prioritizing physical, emotional and financial well-being, increasing diverse representation and creating opportunity for all. We’re committed to working together to ensure all associates feel valued and a sense of belonging. In doing so, we will create a Walmart where everyone is and feels included. #APathForEveryone #InternationalWomensDay #ProvidingHealingPromotingHope #BreakingtheBias #TeamWalmart",Walmart,traditional
2731," We continue investing in Walmart’s drivers as we work to remain one of the best companies to drive for. How? Pay for members of the Walmart Private Fleet can be up to $110,000. And that’s not all: We’re also piloting a driver pipeline program, which would offer associates a path to joining the Walmart Private Fleet. Read more: https://bit.ly/3DNniBR",Walmart,traditional
2732," Today, we unveiled plans for two amenities as part of our new Home Office campus: Walton Family Whole Health & Fitness and the Child Care Center, both designed to support the holistic health and well-being of our associates and their families. Get more details and take a virtual tour: https://bit.ly/3ueEOvy",Walmart,traditional
2733," What do pop stars eat? Popcorn, of course. 🍿 The Jonas Brothers’ favorite tour snack, Rob’s Backstage Popcorn, is launching exclusively at select Walmart stores and online. Pop to it: https://prn.to/35wL3S0",Walmart,traditional
2734," Today, Walmart was named to TIME Magazine’s list of the most influential companies of 2022, and I'm most proud of why we were chosen - for the investments we continue to make in our associates. We're investing in wages, creating more full-time jobs, and spending nearly $1 billion to provide no cost college tuition and books for associates. And that’s just the start. I'm thrilled that we're creating so many opportunities for the people at the heart of our business. See below for more details.",Walmart,traditional
2735," We're getting excited for our 60th Anniversary this weekend, and what better way to kick off the countdown than with a visit to Store 60! 🎉 Meet the crew at our Supercenter in Troy, Missouri, and see how they've grown since opening as a Division 1 store nearly 50 years ago: https://bit.ly/3y07usR",Walmart,traditional
2736," At Walmart, there is a path for everyone.If you’re looking to kick start your career with your first job in a frontline role, know that, on average, these associates are promoted to roles of higher pay and greater responsibility within about 7 months, and approximately 75% of our U.S. store, club and field management started their careers as hourly associates. On day one, you can start pursuing a college degree paid for by Walmart, have access to a 401k, and earn hourly wages starting as high as $30 in some roles and markets. If you’re a subject matter expert looking for a more specialized role in one of our campus offices, we have many opportunities across health and wellness, global tech, supply chain and more. To apply for any of our open roles, go to:  https://lnkd.in/ge3prpwX To learn more about how we’re accelerating opportunity through growth, well-being, inclusion and digital, read the full blog below. #TeamWalmart #APathforEveryone #Opportunityhttps://lnkd.in/gUAT_X2D",Walmart,traditional
2737," We may be bad at love, but we’re good at makeup. 💄 Platinum-certified artist Halsey is releasing an exclusive beauty collection at Walmart with products starting at just $10. Check it out online and in stores on July 25: https://bit.ly/3PtSN9a",Walmart,traditional
2738," Treat your home to a spa day 🧼 Kris Jenner and Emma Grede have launched Safely™ in more than 1,700 Walmart stores nationwide and online at Walmart.com! Free of harsh chemicals, artificial stabilizers and dyes, these products are ready to freshen up your cleaning routine—safely.  It is official! Safely is now in over 1,700 Walmart stores and Online! Safely’s luxurious scent turns home care into self care! Say goodbye to sulfates, parabens, phthalates and dyes, and hello to a NEW plant powered, planet friendly clean routine that makes your home sparkle and shine! Shop all our products at Walmart ! #SafelyxWalmart #getsafely",Walmart,traditional
2739," Walmart Global Tech keeps growing, opening new tech hubs in #Toronto and #Atlanta, and we’re planning to hire 5,000 technologists globally as we double down on our greatest asset: our people. If you want to innovate and build disruptive technologies to help people around the world save money and live better, consider joining us. Learn more here: https://bit.ly/3taTsmR",Walmart,traditional
2740," It's the anniversary of Mr. Sam's famous dance on Wall Street! You know, the one he promised to do if the company reached what he thought was a pretty lofty goal. Well, the associates made it happen and on March 15, 1984, Sam kept his promise, donning a hula skirt and all.As Sam once said, ""Don't take yourself so seriously. Loosen up and everybody around you will loosen up.” Let this ""Hulaversary"" be your reminder to do just that! 🕺 ",Walmart,traditional
2741, Our fourth-quarter results at Sam’s Club are in and the verdict is clear: our associates continue to crush it. We had another amazing quarter and ended the fiscal year with total sales of a record $73.6 billion. Sam’s Club has never been stronger. A huge Thank You to our associates for keeping the momentum rolling as we head into another big year. #SamsClub #Retail #Earnings #ExpectSomethingSpecial #ThankYou,Walmart,traditional
2742," We can see clearly now! 🤓 Walmart plans to acquire Memomi, an augmented reality (AR) optical tech company that enables customers to virtually try on glasses before they buy. This acquisition furthers our journey of offering personalized, affordable access to optical care. Learn more: https://bit.ly/3a34l3p",Walmart,traditional
2743," Calling all entrepreneurs! If you have been waiting for a sign, this is it! 👉 Applications are open for Walmart’s 9th Open Call event June 28-29, 2022. Learn how to pitch your product and maybe see your product in stores or online: https://bit.ly/3KGPoRh",Walmart,traditional
2744," When she's not grooving to Luther Vandross on the road, Walmart driver Allyson Hay is passionate about encouraging and mentoring other women drivers. Trust us—you're gonna want to meet Allyson, aka Cadillac 😎 https://bit.ly/3I2dHY7",Walmart,traditional
2745," Olé Mexican Foods is one of our incredible suppliers – and a truly inspirational American success story. Veronica Moreno started the company in her home with just one tortilla machine, and today she employs hundreds of people across several communities. I recently had the pleasure of touring Olé’s Texas facilities and talking with Veronica and her son Edgar about the Olé story, and how they’re continuing to expand and invest. Listen to our conversation in this new episode of The Huddle: https://bit.ly/3gxON5F   Walmart is passionate about supporting American entrepreneurs and businesses. This week, we held our ninth annual Open Call where more than 1,100 businesses from across the country pitched their products for a chance to see them on store shelves, Walmart.com, or our Walmart Marketplace. And we’ve pledged to spend an additional $350 billion over the next 10 years on products made, grown, or assembled in the U.S. That investment will support the creation of an estimated 750,000 new U.S. jobs. It’s amazing to think of the difference we can make for so many lives by buying and selling products that support American jobs. I hope you’ll join me in reflecting on that this weekend as we celebrate our nation’s 246th birthday. Happy Fourth of July and thank you!",Walmart,traditional
2746," Ken Chenault is someone I really admire. He was a very successful and respected CEO of American Express, and today he’s the Chairman and Managing Director of General Catalyst. He’s also the co-founder of OneTen, who’s mission is to upskill, hire and advance one million Black Americans over the next 10 years into family-sustaining jobs with opportunities for advancement. It was an honor to talk to Ken about leadership and culture, and how we can help create opportunities for individuals and society. Listen to this new episode of The Huddle to hear how you can emerge as a leader: bit.ly/3gxON5F",Walmart,traditional
2747," We’re kicking Walmart+ up a notch! Starting today, new and existing members will receive six months of Spotify Premium for free. Plus, we’re rolling out free Walmart+ memberships to all our field-based associates. Read more: https://bit.ly/34oYumg ",Walmart,traditional
2748," We continue revolutionizing last-mile delivery, leveraging stores around the country as fulfillment centers and surrounding them with a fast, focused delivery network designed to work for Walmart customers no matter how, or where, they shop. The result? Deliveries in minutes, instead of days. Read more about the latest frontier in delivery: https://bit.ly/3CcStWv",Walmart,traditional
2749," I want to show you something...Last week was my first full week in role as Store Manager at Walmart store 1393. Apparently I used the phrase ""We'll get there."" a lot! By Friday, my People Lead had posted a print off of the phrase (seen on the left) on the door to my office. At first I wasn't a fan. I just looked at her and said ""Really?"" We've known each other a VERY long time, so she is always honest with me. And she told me that she likes my saying. That it represents positivity and growth. And that she knows me, so she knows that I mean those words that I say. Every time I use them. So in that moment, I took ownership of those words... of that store... of the growth and improvement for those associates.Today I walked in and there was a new and improved version of those words on the door to my office. And I am proud of them. I want you all to see them. It is now time for me to keep living up to those three words so that our associates know that I mean it when I say... ""We'll get there."" #growth #1393OskyPride ",Walmart,traditional
2750," We’re committed to using our size and our scale to help create a more just and equitable society across Canada. In support of this mission, today we announced Walmart Canada and the Walmart Foundation are awarding more than $3.5 million in grants to seven Canadian organizations supporting Indigenous and Black communities in Canada, with a focus on education, career advancement, food security and health. This investment is part of Walmart Canada and the Walmart Foundation’s ongoing collaborative efforts to address the drivers of systemic racism in society and accelerate change. These grants are the first round of funding from the Walmart Foundation’s $20 million USD commitment over five years to advance equity for Indigenous and Black communities in Canada through food security and economic opportunity. The Walmart Foundation grant recipients are: ▶ Information and Communications Technology Council (ICTC)▶ NPower Canada▶ Food Banks Canada | Banques alimentaires Canada▶ Community Foundations of CanadaAdditionally, Walmart Canada announced further investments to support Black and Indigenous communities: ▶ Women's College Hospital Foundation▶ York University▶ IndspireClick here to read more: https://lnkd.in/gYTaEGYVTogether, we can make a difference. #walmart #walmartcanada #thisisthatplaceJennifer Bernard CFRE; Kirstin Beardsley; Wanda Brascoupe Kennedy; Alexandra Cutean; Ingrid Wilson, CHRL, CMS; Lina Nadar; Sophia Brown Ramsay; Savie Persaud; Nabeela Ixtabalan, MS, ACC",Walmart,traditional
2751," Shopping for clothes online isn’t always easy, so we're using virtual try-on tech Zeekit to help you picture yourself in your new 'fits. With 50 models to choose from, our goal is to deliver an inclusive, immersive and personalized digital experience. Read more: https://bit.ly/3K9lJQt",Walmart,traditional
